"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"236",65,"Federal-gov",10,"Married-civ-spouse","Exec-managerial","Black","Male",0,2174,40,"United-States",">50K",1,3,4,3,2,39,2
"237",73,"Private",10,"Married-civ-spouse","Prof-specialty","White","Male",0,2174,50,"United-States",">50K",3,3,10,5,2,39,2
"239",68,"Self-emp-not-inc",11,"Married-civ-spouse","Prof-specialty","White","Male",0,2149,40,"United-States","<=50K",5,3,10,5,2,39,1
"240",74,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","White","Male",0,2149,20,"United-States","<=50K",5,3,12,5,2,39,1
"242",19,"Self-emp-not-inc",7,"Married-civ-spouse","Craft-repair","White","Male",0,2129,55,"United-States","<=50K",5,3,3,5,2,39,1
"243",37,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,2129,40,"United-States","<=50K",5,3,3,5,2,39,1
"244",45,"Federal-gov",12,"Divorced","Adm-clerical","Asian-Pac-Islander","Male",0,2080,40,"Philippines","<=50K",1,1,1,2,2,30,1
"245",64,"Private",14,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Male",0,2057,60,"China","<=50K",3,3,10,2,2,3,1
"246",30,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,2057,40,"United-States","<=50K",3,3,14,5,2,39,1
"247",51,"Self-emp-not-inc",10,"Married-civ-spouse","Prof-specialty","White","Female",0,2057,60,"Canada","<=50K",5,3,10,5,1,2,1
"248",35,"Private",7,"Married-civ-spouse","Craft-repair","White","Male",0,2057,40,"United-States","<=50K",3,3,3,5,2,39,1
"249",29,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,2057,20,"United-States","<=50K",3,3,1,5,1,39,1
"250",34,"Private",10,"Married-civ-spouse","Adm-clerical","White","Female",0,2057,40,"United-States","<=50K",3,3,1,5,1,39,1
"251",41,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,60,"United-States","<=50K",3,3,3,5,2,39,1
"252",35,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,2051,45,"United-States","<=50K",3,3,3,5,2,39,1
"253",26,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,2051,40,"United-States","<=50K",3,3,1,5,2,39,1
"254",54,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,2051,50,"United-States","<=50K",3,3,14,5,2,39,1
"255",52,"Local-gov",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"United-States","<=50K",2,3,3,5,2,39,1
"256",50,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,2051,20,"United-States","<=50K",5,3,5,5,2,39,1
"257",31,"Private",10,"Married-civ-spouse","Adm-clerical","White","Male",0,2051,40,"United-States","<=50K",3,3,1,5,2,39,1
"258",38,"Federal-gov",9,"Married-civ-spouse","Transport-moving","White","Male",0,2051,40,"United-States","<=50K",1,3,14,5,2,39,1
"259",30,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"United-States","<=50K",3,3,3,5,2,39,1
"260",34,"Local-gov",13,"Married-civ-spouse","Prof-specialty","White","Male",0,2051,40,"United-States","<=50K",2,3,10,5,2,39,1
"261",31,"Private",10,"Married-civ-spouse","Sales","White","Male",0,2051,57,"United-States","<=50K",3,3,12,5,2,39,1
"262",52,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,2051,38,"United-States","<=50K",3,3,7,5,2,39,1
"263",54,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"United-States","<=50K",3,3,3,5,2,39,1
"264",38,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,44,"United-States","<=50K",3,3,3,5,2,39,1
"265",39,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,2051,40,"United-States","<=50K",3,3,7,5,2,39,1
"266",29,"Private",11,"Married-civ-spouse","Tech-support","White","Male",0,2051,40,"United-States","<=50K",3,3,13,5,2,39,1
"267",45,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"United-States","<=50K",3,3,3,5,2,39,1
"268",34,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,2051,55,"United-States","<=50K",3,3,14,5,2,39,1
"269",38,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"Poland","<=50K",3,3,3,5,2,31,1
"270",39,"Private",6,"Married-civ-spouse","Craft-repair","White","Male",0,2051,40,"United-States","<=50K",3,3,3,5,2,39,1
"271",61,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2051,20,"United-States","<=50K",3,3,3,5,2,39,1
"272",43,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,2042,40,"United-States","<=50K",3,3,14,5,2,39,1
"273",35,"Private",10,"Married-civ-spouse","Handlers-cleaners","White","Male",0,2042,40,"United-States","<=50K",3,3,6,5,2,39,1
"274",46,"Private",10,"Married-civ-spouse","Sales","White","Male",0,2042,50,"United-States","<=50K",3,3,12,5,2,39,1
"275",38,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,2042,40,"United-States","<=50K",3,3,6,5,2,39,1
"276",42,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,2042,48,"United-States","<=50K",5,3,3,5,2,39,1
"277",34,"Private",12,"Married-civ-spouse","Tech-support","White","Male",0,2042,10,"United-States","<=50K",3,3,13,5,2,39,1
"278",29,"Private",4,"Married-civ-spouse","Farming-fishing","White","Male",0,2042,40,"United-States","<=50K",3,3,5,5,2,39,1
"279",32,"Private",7,"Married-civ-spouse","Craft-repair","White","Male",0,2042,30,"United-States","<=50K",3,3,3,5,2,39,1
"280",60,"Private",9,"Married-civ-spouse","Protective-serv","White","Male",0,2042,34,"United-States","<=50K",3,3,11,5,2,39,1
"281",49,"Local-gov",9,"Married-civ-spouse","Craft-repair","White","Male",0,2002,40,"United-States","<=50K",2,3,3,5,2,39,1
"282",53,"Local-gov",9,"Married-civ-spouse","Other-service","White","Male",0,2002,45,"United-States","<=50K",2,3,8,5,2,39,1
"283",56,"Private",4,"Married-civ-spouse","Handlers-cleaners","White","Male",0,2002,40,"United-States","<=50K",3,3,6,5,2,39,1
"284",48,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,2002,40,"United-States","<=50K",3,3,14,5,2,39,1
"285",32,"Federal-gov",13,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Male",0,2002,40,"Iran","<=50K",1,3,10,2,2,20,1
"286",42,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,2002,40,"United-States","<=50K",5,3,3,5,2,39,1
"287",32,"Private",12,"Married-civ-spouse","Prof-specialty","White","Male",0,2002,42,"United-States","<=50K",3,3,10,5,2,39,1
"288",28,"Local-gov",12,"Married-civ-spouse","Protective-serv","White","Male",0,2002,40,"England","<=50K",2,3,11,5,2,9,1
"289",26,"Private",11,"Married-civ-spouse","Craft-repair","White","Male",0,2002,40,"United-States","<=50K",3,3,3,5,2,39,1
"290",59,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,2002,50,"United-States","<=50K",3,3,4,5,2,39,1
"291",47,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,2002,30,"United-States","<=50K",5,3,10,5,2,39,1
"293",41,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,2002,60,"United-States","<=50K",3,3,3,5,2,39,1
"294",36,"Private",9,"Married-civ-spouse","Craft-repair","White","Female",0,2002,40,"United-States","<=50K",3,3,3,5,1,39,1
"295",45,"Private",13,"Married-civ-spouse","Sales","White","Male",0,2002,55,"United-States","<=50K",3,3,12,5,2,39,1
"296",30,"Private",12,"Married-civ-spouse","Prof-specialty","White","Male",0,2002,40,"United-States","<=50K",3,3,10,5,2,39,1
"297",36,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,2002,40,"United-States","<=50K",3,3,14,5,2,39,1
"298",34,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,2002,40,"United-States","<=50K",4,3,4,5,2,39,1
"299",53,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,2002,40,"United-States","<=50K",3,3,14,5,2,39,1
"300",51,"Private",9,"Married-civ-spouse","Sales","White","Male",0,2002,45,"United-States","<=50K",3,3,12,5,2,39,1
"301",47,"Self-emp-not-inc",16,"Married-civ-spouse","Transport-moving","White","Male",0,2002,45,"United-States","<=50K",5,3,14,5,2,39,1
"303",30,"Private",9,"Never-married","Adm-clerical","White","Male",0,2001,42,"United-States","<=50K",3,5,1,5,2,39,1
"304",20,"Private",9,"Never-married","Other-service","White","Male",0,2001,40,"United-States","<=50K",3,5,8,5,2,39,1
"305",42,"Federal-gov",14,"Divorced","Adm-clerical","White","Male",0,2001,60,"United-States","<=50K",1,1,1,5,2,39,1
"306",31,"Private",7,"Never-married","Craft-repair","White","Male",0,2001,40,"United-States","<=50K",3,5,3,5,2,39,1
"307",33,"Private",13,"Never-married","Handlers-cleaners","White","Male",0,2001,40,"United-States","<=50K",3,5,6,5,2,39,1
"308",25,"Private",12,"Never-married","Tech-support","White","Female",0,2001,30,"United-States","<=50K",3,5,13,5,1,39,1
"309",20,"Private",9,"Never-married","Other-service","White","Male",0,2001,40,"United-States","<=50K",3,5,8,5,2,39,1
"310",23,"Private",9,"Never-married","Adm-clerical","Black","Male",0,2001,40,"United-States","<=50K",3,5,1,3,2,39,1
"312",41,"Self-emp-not-inc",10,"Divorced","Craft-repair","White","Male",0,2001,50,"United-States","<=50K",5,1,3,5,2,39,1
"313",54,"Self-emp-not-inc",9,"Widowed","Craft-repair","White","Male",0,2001,35,"United-States","<=50K",5,7,3,5,2,39,1
"314",25,"Private",9,"Never-married","Craft-repair","White","Male",0,2001,50,"United-States","<=50K",3,5,3,5,2,39,1
"315",19,"Private",10,"Never-married","Adm-clerical","White","Female",0,2001,40,"United-States","<=50K",3,5,1,5,1,39,1
"316",24,"Private",9,"Never-married","Adm-clerical","White","Female",0,2001,37,"United-States","<=50K",3,5,1,5,1,39,1
"317",56,"Federal-gov",13,"Never-married","Transport-moving","Black","Male",0,2001,65,"United-States","<=50K",1,5,14,3,2,39,1
"318",21,"Local-gov",10,"Never-married","Other-service","White","Female",0,2001,40,"United-States","<=50K",2,5,8,5,1,39,1
"319",34,"Private",9,"Never-married","Machine-op-inspct","Black","Male",0,2001,40,"United-States","<=50K",3,5,7,3,2,39,1
"320",19,"Private",9,"Never-married","Adm-clerical","White","Male",0,2001,40,"United-States","<=50K",3,5,1,5,2,39,1
"322",48,"Private",9,"Separated","Adm-clerical","White","Female",0,2001,40,"United-States","<=50K",3,6,1,5,1,39,1
"323",34,"Private",13,"Never-married","Other-service","White","Male",0,2001,40,"United-States","<=50K",3,5,8,5,2,39,1
"324",31,"Private",9,"Never-married","Farming-fishing","White","Male",0,2001,40,"United-States","<=50K",3,5,5,5,2,39,1
"325",36,"Private",9,"Never-married","Other-service","Black","Female",0,2001,40,"United-States","<=50K",3,5,8,3,1,39,1
"326",27,"Private",9,"Never-married","Other-service","White","Male",0,1980,40,"United-States","<=50K",3,5,8,5,2,39,1
"327",27,"Private",10,"Never-married","Craft-repair","Asian-Pac-Islander","Male",0,1980,40,"Philippines","<=50K",3,5,3,2,2,30,1
"328",35,"Private",13,"Divorced","Sales","White","Female",0,1980,65,"United-States","<=50K",3,1,12,5,1,39,1
"329",31,"Self-emp-not-inc",13,"Married-spouse-absent","Exec-managerial","White","Male",0,1980,60,"United-States","<=50K",5,4,4,5,2,39,1
"330",27,"Federal-gov",9,"Never-married","Craft-repair","Black","Male",0,1980,40,"United-States","<=50K",1,5,3,3,2,39,1
"331",28,"Local-gov",12,"Never-married","Adm-clerical","White","Female",0,1980,40,"United-States","<=50K",2,5,1,5,1,39,1
"332",42,"Private",9,"Divorced","Transport-moving","White","Male",0,1980,46,"United-States","<=50K",3,1,14,5,2,39,1
"333",44,"Private",10,"Separated","Exec-managerial","White","Male",0,1980,45,"England","<=50K",3,6,4,5,2,9,1
"334",41,"Private",13,"Divorced","Sales","White","Male",0,1980,56,"United-States","<=50K",3,1,12,5,2,39,1
"335",28,"Private",13,"Never-married","Tech-support","White","Female",0,1980,35,"United-States","<=50K",3,5,13,5,1,39,1
"336",41,"Federal-gov",9,"Never-married","Adm-clerical","White","Female",0,1980,40,"United-States","<=50K",1,5,1,5,1,39,1
"337",35,"Private",6,"Widowed","Other-service","Black","Female",0,1980,40,"United-States","<=50K",3,7,8,3,1,39,1
"338",58,"Private",14,"Divorced","Adm-clerical","White","Female",0,1980,45,"United-States","<=50K",3,1,1,5,1,39,1
"339",40,"Private",9,"Divorced","Machine-op-inspct","White","Male",0,1980,48,"United-States","<=50K",3,1,7,5,2,39,1
"340",31,"Private",11,"Never-married","Transport-moving","White","Male",0,1980,60,"United-States","<=50K",3,5,14,5,2,39,1
"341",30,"Private",9,"Never-married","Sales","White","Female",0,1980,40,"United-States","<=50K",3,5,12,5,1,39,1
"342",32,"Private",10,"Separated","Tech-support","Amer-Indian-Eskimo","Male",0,1980,40,"United-States","<=50K",3,6,13,1,2,39,1
"343",25,"Private",10,"Never-married","Adm-clerical","White","Male",0,1980,40,"United-States","<=50K",3,5,1,5,2,39,1
"344",34,"Private",9,"Never-married","Transport-moving","White","Male",0,1980,40,"United-States","<=50K",3,5,14,5,2,39,1
"345",56,"Private",10,"Divorced","Exec-managerial","White","Female",0,1980,40,"United-States","<=50K",3,1,4,5,1,39,1
"346",45,"Private",9,"Divorced","Other-service","White","Male",0,1980,40,"United-States","<=50K",3,1,8,5,2,39,1
"347",50,"Private",9,"Never-married","Adm-clerical","White","Male",0,1980,40,"United-States","<=50K",3,5,1,5,2,39,1
"348",27,"Private",6,"Never-married","Sales","White","Male",0,1980,40,"United-States","<=50K",3,5,12,5,2,39,1
"349",51,"Private",10,"Married-civ-spouse","Sales","White","Male",0,1977,40,"United-States",">50K",3,3,12,5,2,39,2
"350",40,"Private",12,"Married-civ-spouse","Tech-support","White","Male",0,1977,60,"United-States",">50K",3,3,13,5,2,39,2
"351",41,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,65,"United-States",">50K",3,3,4,5,2,39,2
"352",49,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,45,"United-States",">50K",3,3,4,5,2,39,2
"353",37,"Private",11,"Married-civ-spouse","Craft-repair","White","Male",0,1977,40,"United-States",">50K",3,3,3,5,2,39,2
"354",36,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","White","Female",0,1977,45,"United-States",">50K",4,3,4,5,1,39,2
"355",35,"Private",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,80,"United-States",">50K",3,3,10,5,2,39,2
"356",29,"Self-emp-inc",9,"Married-civ-spouse","Sales","White","Female",0,1977,25,"United-States",">50K",4,3,12,5,1,39,2
"357",50,"Private",13,"Married-civ-spouse","Prof-specialty","White","Female",0,1977,40,"United-States",">50K",3,3,10,5,1,39,2
"358",46,"Private",13,"Married-civ-spouse","Sales","White","Male",0,1977,40,"United-States",">50K",3,3,12,5,2,39,2
"359",44,"Self-emp-not-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,45,"United-States",">50K",5,3,4,5,2,39,2
"360",42,"Local-gov",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,40,"United-States",">50K",2,3,4,5,2,39,2
"361",38,"Federal-gov",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",1,3,10,5,2,39,2
"362",45,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,55,"United-States",">50K",3,3,4,5,2,39,2
"363",43,"Local-gov",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,60,"United-States",">50K",2,3,4,5,2,39,2
"364",47,"Self-emp-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,60,"United-States",">50K",4,3,10,5,2,39,2
"365",58,"Self-emp-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",4,3,10,5,2,39,2
"366",48,"Private",15,"Married-civ-spouse","Tech-support","White","Male",0,1977,40,"United-States",">50K",3,3,13,5,2,39,2
"367",42,"Local-gov",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,48,"United-States",">50K",2,3,4,5,2,39,2
"368",55,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,50,"United-States",">50K",3,3,4,5,2,39,2
"369",51,"Private",6,"Married-civ-spouse","Sales","White","Male",0,1977,40,"United-States",">50K",3,3,12,5,2,39,2
"370",32,"Private",14,"Married-civ-spouse","Exec-managerial","Black","Male",0,1977,40,"United-States",">50K",3,3,4,3,2,39,2
"371",45,"Local-gov",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,50,"United-States",">50K",2,3,4,5,2,39,2
"372",56,"Private",14,"Married-civ-spouse","Craft-repair","White","Male",0,1977,44,"United-States",">50K",3,3,3,5,2,39,2
"373",38,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,60,"United-States",">50K",3,3,4,5,2,39,2
"374",45,"Private",11,"Married-civ-spouse","Sales","White","Male",0,1977,50,"United-States",">50K",3,3,12,5,2,39,2
"375",49,"Private",14,"Married-civ-spouse","Prof-specialty","White","Female",0,1977,40,"United-States",">50K",3,3,10,5,1,39,2
"376",36,"Private",9,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,40,"United-States",">50K",3,3,10,5,2,39,2
"377",49,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,40,"United-States",">50K",3,3,4,5,2,39,2
"378",30,"Private",16,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Male",0,1977,40,"China",">50K",3,3,10,2,2,3,2
"379",42,"Self-emp-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",4,3,10,5,2,39,2
"380",55,"Private",14,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,40,"United-States",">50K",3,3,4,5,2,39,2
"381",34,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,45,"United-States",">50K",3,3,4,5,2,39,2
"382",54,"Private",16,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",3,3,10,5,2,39,2
"383",42,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,70,"United-States",">50K",5,3,4,5,2,39,2
"384",25,"Local-gov",13,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,40,"United-States",">50K",2,3,10,5,2,39,2
"385",55,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,45,"United-States",">50K",4,3,4,5,2,39,2
"386",58,"State-gov",14,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",6,3,10,5,2,39,2
"387",62,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,1977,60,"United-States",">50K",3,3,14,5,2,39,2
"388",43,"Self-emp-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,40,"United-States",">50K",4,3,10,5,2,39,2
"389",57,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Black","Female",0,1977,40,"United-States",">50K",2,3,10,3,1,39,2
"390",42,"Self-emp-inc",16,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,60,"United-States",">50K",4,3,10,5,2,39,2
"391",63,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","Asian-Pac-Islander","Male",0,1977,32,"China",">50K",5,3,10,2,2,3,2
"392",47,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",5,3,10,5,2,39,2
"393",37,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,1977,50,"United-States",">50K",3,3,4,5,2,39,2
"394",40,"Private",13,"Married-civ-spouse","Sales","White","Male",0,1977,60,"United-States",">50K",3,3,12,5,2,39,2
"395",43,"Private",13,"Married-civ-spouse","Prof-specialty","White","Male",0,1977,50,"United-States",">50K",3,3,10,5,2,39,2
